;estado;sigla;regiao;cidade;populacao;pib;pib_percapita
0;ACRE;AC;NORTE;Marechal Thaumaturgo;14275;109181.8671875;7648.47021484
1;ACRE;AC;NORTE;Senador Guiomard;19697;217153.859375;11024.71972656
2;ACRE;AC;NORTE;Assis Brasil;5662;48347.30078125;8538.91015625
3;ACRE;AC;NORTE;Epitaciolandia;14224;129641.09375;9114.25
4;ACRE;AC;NORTE;Manoel Urbano;7505;61478.73046875;8191.70019531
5;ACRE;AC;NORTE;Tarauaca;33883;258505.0625;7629.33984375
6;ACRE;AC;NORTE;Mancio Lima;14774;103294.7421875;6991.66015625
7;ACRE;AC;NORTE;Placido de Castro;18235;204410.5625;11209.79003906
8;ACRE;AC;NORTE;Santa Rosa do Purus;4358;28091.17382812;6445.89013672
9;ACRE;AC;NORTE;Cruzeiro do Sul;77004;684349.25;8887.19042969
10;ACRE;AC;NORTE;Feijo;32261;239317.046875;7418.14990234
11;ACRE;AC;NORTE;Sena Madureira;36166;371556.0625;10273.62988281
12;ACRE;AC;NORTE;Capixaba;9287;89052.6796875;9588.95996094
13;ACRE;AC;NORTE;Rio Branco;305954;3837370.75;12542.30957031
14;ACRE;AC;NORTE;Brasileia;20238;194979.828125;9634.33984375
15;ACRE;AC;NORTE;Acrelandia;12241;151120.015625;12345.40039062
16;ACRE;AC;NORTE;Porto Acre;14682;160340.78125;10920.91015625
17;ACRE;AC;NORTE;Bujari;6772;88708.03125;13099.24023438
18;ACRE;AC;NORTE;Porto Walter;8855;64432.35546875;7276.37988281
19;ACRE;AC;NORTE;Rodrigues Alves;13460;153169.609375;11379.61035156
20;ACRE;AC;NORTE;Xapuri;15079;150262.34375;9965.00976562
21;ACRE;AC;NORTE;Jordao;6520;41673.13671875;6391.58984375
22;ALAGOAS;AL;NORDESTE;Dois Riachos;11200;35078.25390625;3131.98999023
23;ALAGOAS;AL;NORDESTE;Belem;5083;19550.015625;3846.15991211
24;ALAGOAS;AL;NORDESTE;Santana do Mundau;12039;52134.53515625;4330.47021484
25;ALAGOAS;AL;NORDESTE;Campo Alegre;47209;182361.03125;3862.84008789
26;ALAGOAS;AL;NORDESTE;Passo de Camaragibe;14261;59784.6875;4192.18017578
27;ALAGOAS;AL;NORDESTE;Marechal Deodoro;47623;620477.5;13028.95019531
28;ALAGOAS;AL;NORDESTE;Sao Miguel dos Milagres;7601;29789.48828125;3919.14990234
29;ALAGOAS;AL;NORDESTE;Olho D'Agua do Casado;8517;27759.3671875;3259.29003906
30;ALAGOAS;AL;NORDESTE;Paulo Jacinto;7772;24402.88085938;3139.85009766
31;ALAGOAS;AL;NORDESTE;Pilar;32655;174139.0625;5332.68994141
32;ALAGOAS;AL;NORDESTE;Cacimbinhas;10182;39280.7421875;3857.86010742
33;ALAGOAS;AL;NORDESTE;Jacuipe;7045;29361.71679688;4167.74023438
34;ALAGOAS;AL;NORDESTE;Minador do Negrao;5292;22713.8515625;4292.10986328
35;ALAGOAS;AL;NORDESTE;Anadia;17740;72170.7265625;4068.25
36;ALAGOAS;AL;NORDESTE;Senador Rui Palmeira;13110;35231.92578125;2687.40991211
37;ALAGOAS;AL;NORDESTE;Pariconha;10539;32510.77148438;3084.81005859
38;ALAGOAS;AL;NORDESTE;Mata Grande;25309;70679.9765625;2792.67993164
39;ALAGOAS;AL;NORDESTE;Messias;15899;62115.51171875;3906.87988281
40;ALAGOAS;AL;NORDESTE;Taquarana;18848;67490.1875;3580.76000977
41;ALAGOAS;AL;NORDESTE;Teotonio Vilela;41935;186967.0625;4458.5
42;ALAGOAS;AL;NORDESTE;Canapi;18397;53345.25390625;2899.66992188
43;ALAGOAS;AL;NORDESTE;Olho D'Agua Grande;4963;16447.203125;3313.95996094
44;ALAGOAS;AL;NORDESTE;Branquinha;12215;42036.96875;3441.41992188
45;ALAGOAS;AL;NORDESTE;Major Isidoro;19530;73942.796875;3786.11010742
46;ALAGOAS;AL;NORDESTE;Colonia Leopoldina;20181;106579.515625;5281.18017578
47;ALAGOAS;AL;NORDESTE;Coruripe;53369;463296.53125;8681.0
48;ALAGOAS;AL;NORDESTE;Novo Lino;12449;47015.875;3776.67993164
49;ALAGOAS;AL;NORDESTE;Agua Branca;19989;59232.4921875;2963.25
50;ALAGOAS;AL;NORDESTE;Palmeira dos Indios;72564;358377.4375;4938.77978516
51;ALAGOAS;AL;NORDESTE;Batalha;16919;66246.3359375;3915.5
52;ALAGOAS;AL;NORDESTE;Ibateguara;15863;56599.32421875;3568.01000977
53;ALAGOAS;AL;NORDESTE;Uniao dos Palmares;62727;400757.65625;6388.91992188
54;ALAGOAS;AL;NORDESTE;Ouro Branco;11504;32711.80273438;2843.52001953
55;ALAGOAS;AL;NORDESTE;Junqueiro;25290;98153.7734375;3881.12988281
56;ALAGOAS;AL;NORDESTE;Sao Bras;7062;27549.03125;3901.02001953
57;ALAGOAS;AL;NORDESTE;Traipu;25854;68499.6875;2649.47998047
58;ALAGOAS;AL;NORDESTE;Campestre;6178;25780.65820312;4172.97998047
59;ALAGOAS;AL;NORDESTE;Jacare dos Homens;5902;30879.77734375;5232.08984375
60;ALAGOAS;AL;NORDESTE;Olivenca;10865;33409.52734375;3074.9699707
61;ALAGOAS;AL;NORDESTE;Barra de Santo Antonio;14435;53292.31640625;3691.87988281
62;ALAGOAS;AL;NORDESTE;Boca da Mata;26030;152409.21875;5855.14013672
63;ALAGOAS;AL;NORDESTE;Porto Calvo;26044;131020.25;5030.72998047
64;ALAGOAS;AL;NORDESTE;Lagoa da Canoa;18196;60461.83984375;3322.81005859
65;ALAGOAS;AL;NORDESTE;Cajueiro;20825;77771.0703125;3734.51000977
66;ALAGOAS;AL;NORDESTE;Satuba;14779;56080.00390625;3794.57006836
67;ALAGOAS;AL;NORDESTE;Sao Sebastiao;32181;123021.7890625;3822.81005859
68;ALAGOAS;AL;NORDESTE;Maragogi;26978;115097.2109375;4266.33984375
69;ALAGOAS;AL;NORDESTE;Maribondo;14144;55018.47265625;3889.87988281
70;ALAGOAS;AL;NORDESTE;Inhapi;18166;49013.73046875;2698.10009766
71;ALAGOAS;AL;NORDESTE;Delmiro Gouveia;48462;276627.6875;5708.14013672
72;ALAGOAS;AL;NORDESTE;Porto de Pedras;10649;37205.45703125;3493.80004883
73;ALAGOAS;AL;NORDESTE;Santa Luzia do Norte;7572;53447.09765625;7058.52001953
74;ALAGOAS;AL;NORDESTE;Flexeiras;12290;45588.03125;3709.36010742
75;ALAGOAS;AL;NORDESTE;Roteiro;6864;38793.6640625;5651.75976562
76;ALAGOAS;AL;NORDESTE;Jundia;4698;21836.53515625;4648.04980469
77;ALAGOAS;AL;NORDESTE;Tanque D'Arca;5766;18489.390625;3206.62011719
78;ALAGOAS;AL;NORDESTE;Arapiraca;210521;1658976.875;7880.33984375
79;ALAGOAS;AL;NORDESTE;Olho D'Agua das Flores;20555;70390.265625;3424.47998047
80;ALAGOAS;AL;NORDESTE;Vicosa;26830;95608.140625;3563.47998047
81;ALAGOAS;AL;NORDESTE;Maravilha;10110;33863.60546875;3349.52001953
82;ALAGOAS;AL;NORDESTE;Pao de Acucar;24534;85304.7265625;3477.0
83;ALAGOAS;AL;NORDESTE;Girau do Ponciano;36904;111610.8828125;3024.36010742
84;ALAGOAS;AL;NORDESTE;Cha Preta;7073;26925.03125;3806.72998047
85;ALAGOAS;AL;NORDESTE;Monteiropolis;7292;22985.1328125;3152.10009766
86;ALAGOAS;AL;NORDESTE;Palestina;5071;15465.23339844;3049.73999023
87;ALAGOAS;AL;NORDESTE;Capela;17366;73067.953125;4207.52978516
88;ALAGOAS;AL;NORDESTE;Feliz Deserto;4568;34067.5078125;7457.85986328
89;ALAGOAS;AL;NORDESTE;Sao Luis do Quitunde;32871;179677.546875;5466.14013672
90;ALAGOAS;AL;NORDESTE;Piranhas;25107;73379.25;2922.65991211
91;ALAGOAS;AL;NORDESTE;Sao Jose da Tapera;31361;85124.4453125;2714.34008789
92;ALAGOAS;AL;NORDESTE;Matriz de Camaragibe;25493;102110.5078125;4005.42993164
93;ALAGOAS;AL;NORDESTE;Atalaia;53023;208935.734375;3940.4699707
94;ALAGOAS;AL;NORDESTE;Quebrangulo;11566;43188.9765625;3734.12988281
95;ALAGOAS;AL;NORDESTE;Joaquim Gomes;22436;67053.9296875;2988.67993164
96;ALAGOAS;AL;NORDESTE;Limoeiro de Anadia;26415;74192.875;2808.73999023
97;ALAGOAS;AL;NORDESTE;Barra de Sao Miguel;7572;47460.00390625;6267.83007812
98;ALAGOAS;AL;NORDESTE;Japaratinga;7763;30499.59179688;3928.84008789
99;ALAGOAS;AL;NORDESTE;Estrela de Alagoas;17251;48915.7578125;2835.5300293
100;ALAGOAS;AL;NORDESTE;Poco das Trincheiras;12463;36296.9296875;2912.37011719
101;ALAGOAS;AL;NORDESTE;Porto Real do Colegio;18453;59886.03515625;3245.33007812
102;ALAGOAS;AL;NORDESTE;Jequia da Praia;11615;108508.890625;9342.12988281
103;ALAGOAS;AL;NORDESTE;Rio Largo;67797;364321.25;5373.70996094
104;ALAGOAS;AL;NORDESTE;Piacabucu;18087;66745.765625;3690.26000977
105;ALAGOAS;AL;NORDESTE;Maceio;936314;10264218.0;10962.37011719
106;ALAGOAS;AL;NORDESTE;Coite do Noia;11127;31372.484375;2819.48999023
107;ALAGOAS;AL;NORDESTE;Craibas;23294;73514.7890625;3155.94995117
108;ALAGOAS;AL;NORDESTE;Belo Monte;7510;30603.25585938;4075.0
109;ALAGOAS;AL;NORDESTE;Coqueiro Seco;5525;19754.61328125;3575.5
110;ALAGOAS;AL;NORDESTE;Mar Vermelho;4131;15055.91699219;3644.62011719
111;ALAGOAS;AL;NORDESTE;Jaramataia;6140;23547.14648438;3835.04003906
112;ALAGOAS;AL;NORDESTE;Feira Grande;21824;67006.5546875;3070.32006836
113;ALAGOAS;AL;NORDESTE;Sao Miguel dos Campos;54064;524210.28125;9696.11035156
114;ALAGOAS;AL;NORDESTE;Paripueira;10222;44169.84765625;4321.06005859
115;ALAGOAS;AL;NORDESTE;Igaci;25865;81381.578125;3146.39990234
116;ALAGOAS;AL;NORDESTE;Carneiros;8463;24778.15429688;2927.82006836
117;ALAGOAS;AL;NORDESTE;Campo Grande;9909;32337.46289062;3263.43994141
118;ALAGOAS;AL;NORDESTE;Penedo;61082;313189.03125;5127.35009766
119;ALAGOAS;AL;NORDESTE;Igreja Nova;23807;129697.7734375;5447.87988281
120;ALAGOAS;AL;NORDESTE;Santana do Ipanema;43699;193882.71875;4436.77978516
121;ALAGOAS;AL;NORDESTE;Murici;26918;109038.859375;4050.7800293
122;ALAGOAS;AL;NORDESTE;Sao Jose da Laje;23112;147755.59375;6393.02001953
123;ALAGOAS;AL;NORDESTE;Pindoba;3246;14839.16210938;4571.52001953
124;AMAPA;AP;NORTE;Itaubal;3650;32050.08203125;8780.83984375
125;AMAPA;AP;NORTE;Pracuuba;3658;32157.5078125;8791.00976562
126;AMAPA;AP;NORTE;Vitoria do Jari;11519;99332.9140625;8623.40039062
127;AMAPA;AP;NORTE;Calcoene;9291;107248.828125;11543.29980469
128;AMAPA;AP;NORTE;Pedra Branca do Amapari;8182;104478.9921875;12769.37011719
129;AMAPA;AP;NORTE;Oiapoque;20962;230480.78125;10995.16992188
130;AMAPA;AP;NORTE;Amapa;7802;81456.1328125;10440.41992188
131;AMAPA;AP;NORTE;Porto Grande;14951;144603.140625;9671.79980469
132;AMAPA;AP;NORTE;Mazagao;14655;114913.0546875;7841.22021484
133;AMAPA;AP;NORTE;Laranjal do Jari;40357;323042.5;8004.62011719
134;AMAPA;AP;NORTE;Santana;97220;1104524.875;11361.08984375
135;AMAPA;AP;NORTE;Cutias;4652;50685.06640625;10895.33007812
136;AMAPA;AP;NORTE;Serra do Navio;3982;109795.3046875;27572.90039062
137;AMAPA;AP;NORTE;Ferreira Gomes;5475;69937.7265625;12774.00976562
138;AMAPA;AP;NORTE;Tartarugalzinho;13769;119988.0234375;8714.36035156
139;AMAPA;AP;NORTE;Macapa;366484;4679694.0;12769.16015625
140;AMAZONAS;AM;NORTE;Envira;17614;69843.03125;3965.19995117
141;AMAZONAS;AM;NORTE;Nova Olinda do Norte;31012;108783.34375;3507.7800293
142;AMAZONAS;AM;NORTE;Manaus;1738641;40486108.0;23286.06054688
143;AMAZONAS;AM;NORTE;Rio Preto da Eva;26847;216235.546875;8054.37011719
144;AMAZONAS;AM;NORTE;Coari;66991;1103350.125;16470.11914062
145;AMAZONAS;AM;NORTE;Apui;18597;146993.34375;7904.14013672
146;AMAZONAS;AM;NORTE;Urucara;15780;69487.6171875;4403.52001953
147;AMAZONAS;AM;NORTE;Autazes;31774;136269.859375;4288.72021484
148;AMAZONAS;AM;NORTE;Anama;8673;41735.99609375;4812.18017578
149;AMAZONAS;AM;NORTE;Novo Airao;15915;61709.34765625;3877.42993164
150;AMAZONAS;AM;NORTE;Itamarati;8281;36895.9296875;4455.49023438
151;AMAZONAS;AM;NORTE;Benjamin Constant;31195;116750.1015625;3742.59008789
152;AMAZONAS;AM;NORTE;Tabatinga;47948;202660.984375;4226.68017578
153;AMAZONAS;AM;NORTE;Codajas;16291;84273.59375;5173.02001953
154;AMAZONAS;AM;NORTE;Tonantins;20286;67153.0078125;3310.31005859
155;AMAZONAS;AM;NORTE;Boca do Acre;31221;149755.40625;4796.62011719
156;AMAZONAS;AM;NORTE;Eirunepe;30901;123005.4375;3980.62988281
157;AMAZONAS;AM;NORTE;Manaquiri;20836;82990.75;3983.05004883
158;AMAZONAS;AM;NORTE;Tefe;64671;293563.5;4539.33984375
159;AMAZONAS;AM;NORTE;Nhamunda;18474;86443.9765625;4679.22021484
160;AMAZONAS;AM;NORTE;Iranduba;33884;188022.75;5549.00976562
161;AMAZONAS;AM;NORTE;Boa Vista do Ramos;13994;53763.04296875;3841.86010742
162;AMAZONAS;AM;NORTE;Itacoatiara;89440;919967.375;10285.86035156
163;AMAZONAS;AM;NORTE;Alvaraes;13566;53516.7578125;3944.91992188
164;AMAZONAS;AM;NORTE;Borba;32496;119983.046875;3692.23999023
165;AMAZONAS;AM;NORTE;Amatura;8828;34505.6796875;3908.65991211
166;AMAZONAS;AM;NORTE;Guajara;15031;63766.28515625;4242.31982422
167;AMAZONAS;AM;NORTE;Careiro da Varzea;24704;112120.0625;4538.54003906
168;AMAZONAS;AM;NORTE;Atalaia do Norte;14715;54603.19140625;3710.7199707
169;AMAZONAS;AM;NORTE;Urucurituba;18541;67527.9609375;3642.09008789
170;AMAZONAS;AM;NORTE;Novo Aripuana;18952;85700.7265625;4521.99023438
171;AMAZONAS;AM;NORTE;Presidente Figueiredo;26282;304599.375;11589.66015625
172;AMAZONAS;AM;NORTE;Careiro;32638;117802.6171875;3609.37011719
173;AMAZONAS;AM;NORTE;Jurua;9275;40090.02734375;4322.37011719
174;AMAZONAS;AM;NORTE;Maues;49666;226922.828125;4568.97998047
175;AMAZONAS;AM;NORTE;Pauini;19111;69596.59375;3641.69995117
176;AMAZONAS;AM;NORTE;Tapaua;19884;87235.609375;4387.22998047
177;AMAZONAS;AM;NORTE;Fonte Boa;18803;115856.546875;6161.60009766
178;AMAZONAS;AM;NORTE;Sao Paulo de Olivenca;32958;109349.2890625;3317.84008789
179;AMAZONAS;AM;NORTE;Maraa;18135;109074.7265625;6014.60009766
180;AMAZONAS;AM;NORTE;Itapiranga;9733;37870.4453125;3890.92993164
181;AMAZONAS;AM;NORTE;Caapiranga;11170;45974.66015625;4115.91015625
182;AMAZONAS;AM;NORTE;Canutama;11948;49871.54296875;4174.04980469
183;AMAZONAS;AM;NORTE;Uarini;10108;60242.65625;5959.89990234
184;AMAZONAS;AM;NORTE;Japura;4238;25534.7109375;6025.18017578
185;AMAZONAS;AM;NORTE;Silves;8543;66035.21875;7729.75
186;AMAZONAS;AM;NORTE;Manacapuru;86472;397942.40625;4601.97998047
187;AMAZONAS;AM;NORTE;Ipixuna;18202;85468.484375;4695.54980469
188;AMAZONAS;AM;NORTE;Santo Antonio do Ica;30351;94013.0;3097.5300293
189;AMAZONAS;AM;NORTE;Beruri;14705;78535.7421875;5340.75
190;AMAZONAS;AM;NORTE;Manicore;46773;239006.1875;5109.91992188
191;AMAZONAS;AM;NORTE;Sao Gabriel da Cachoeira;41885;202045.265625;4823.81005859
192;AMAZONAS;AM;NORTE;Sao Sebastiao do Uatuma;9268;32970.34765625;3557.43994141
193;AMAZONAS;AM;NORTE;Jutai;16791;68712.0;4092.18994141
194;AMAZONAS;AM;NORTE;Santa Isabel do Rio Negro;18506;56945.6171875;3077.13989258
195;AMAZONAS;AM;NORTE;Humaita;40735;225637.4375;5539.14990234
196;AMAZONAS;AM;NORTE;Anori;14688;74464.953125;5069.77978516
197;AMAZONAS;AM;NORTE;Barcelos;25410;77717.203125;3058.5300293
198;AMAZONAS;AM;NORTE;Parintins;107250;460521.75;4293.91015625
199;AMAZONAS;AM;NORTE;Carauari;26187;120910.09375;4617.18017578
200;AMAZONAS;AM;NORTE;Barreirinha;28162;101256.609375;3595.51000977
201;AMAZONAS;AM;NORTE;Labrea;39393;394562.34375;10016.04980469
202;BAHIA;BA;NORDESTE;Tremedal;18433;57883.9921875;3140.23999023
203;BAHIA;BA;NORDESTE;Maetinga;7884;23558.44726562;2988.12988281
204;BAHIA;BA;NORDESTE;Ibirapua;7893;74997.40625;9501.75976562
205;BAHIA;BA;NORDESTE;Governador Mangabeira;20668;92903.8203125;4495.06005859
206;BAHIA;BA;NORDESTE;Ibitita;19410;62366.88671875;3213.12988281
207;BAHIA;BA;NORDESTE;Satiro Dias;18919;75908.4609375;4012.29003906
208;BAHIA;BA;NORDESTE;Irajuba;7666;29224.98828125;3812.29003906
209;BAHIA;BA;NORDESTE;Itaquara;7743;33105.69921875;4275.56982422
210;BAHIA;BA;NORDESTE;Cansancao;34093;112228.7734375;3291.84008789
211;BAHIA;BA;NORDESTE;Itaparica;20796;102586.6484375;4933.0
212;BAHIA;BA;NORDESTE;Nova Redencao;9318;28909.56835938;3102.55004883
213;BAHIA;BA;NORDESTE;Ibicui;16464;69475.15625;4219.81982422
214;BAHIA;BA;NORDESTE;Santa Rita de Cassia;27528;91663.0;3329.81005859
215;BAHIA;BA;NORDESTE;Nordestina;12670;35456.31640625;2798.44995117
216;BAHIA;BA;NORDESTE;Coronel Joao Sa;18408;76828.921875;4173.66992188
217;BAHIA;BA;NORDESTE;Pedro Alexandre;17698;58842.01171875;3324.7800293
218;BAHIA;BA;NORDESTE;Prado;26016;285453.96875;10972.25
219;BAHIA;BA;NORDESTE;Iacu;28602;109799.9453125;3838.88989258
220;BAHIA;BA;NORDESTE;Araci;54713;172730.890625;3157.04003906
221;BAHIA;BA;NORDESTE;Coribe;14895;63455.30859375;4260.18017578
222;BAHIA;BA;NORDESTE;Aracas;12209;97321.03125;7971.25
223;BAHIA;BA;NORDESTE;Conceicao do Almeida;17974;69316.4296875;3856.47998047
224;BAHIA;BA;NORDESTE;Baianopolis;14195;60239.99609375;4243.75
225;BAHIA;BA;NORDESTE;Cruz das Almas;57098;387271.40625;6782.56982422
226;BAHIA;BA;NORDESTE;Feira de Santana;591707;6358135.5;10745.41015625
227;BAHIA;BA;NORDESTE;Jaborandi;8895;161163.734375;18118.4609375
228;BAHIA;BA;NORDESTE;Santaluz;35416;129238.140625;3649.14990234
229;BAHIA;BA;NORDESTE;Alagoinhas;137810;1298216.375;9420.33984375
230;BAHIA;BA;NORDESTE;Itirucu;16827;68143.1640625;4049.62988281
231;BAHIA;BA;NORDESTE;Mulungu do Morro;13879;39825.95703125;2869.51000977
232;BAHIA;BA;NORDESTE;Cabaceiras do Paraguacu;18569;58247.78515625;3136.83007812
233;BAHIA;BA;NORDESTE;Tanque Novo;16466;70092.859375;4256.81982422
234;BAHIA;BA;NORDESTE;Planaltino;8880;31850.30078125;3586.75
235;BAHIA;BA;NORDESTE;Serrinha;73859;393287.0625;5324.83984375
236;BAHIA;BA;NORDESTE;Ipiau;43723;271794.59375;6216.27978516
237;BAHIA;BA;NORDESTE;Conceicao do Jacuipe;28769;404286.28125;14052.83984375
238;BAHIA;BA;NORDESTE;Ibirapitanga;24223;94739.7421875;3911.14990234
239;BAHIA;BA;NORDESTE;Itapetinga;66665;658192.25;9873.12988281
240;BAHIA;BA;NORDESTE;Umburanas;17096;48177.484375;2818.06005859
241;BAHIA;BA;NORDESTE;Brejoes;12446;92945.0078125;7467.85986328
242;BAHIA;BA;NORDESTE;Coaraci;22274;88990.53125;3995.26000977
243;BAHIA;BA;NORDESTE;Marcionilio Souza;11061;41508.33203125;3752.66992188
244;BAHIA;BA;NORDESTE;Queimadas;28729;95227.765625;3314.68994141
245;BAHIA;BA;NORDESTE;Itabela;26704;201399.09375;7541.91015625
246;BAHIA;BA;NORDESTE;Salvador;2998056;32824228.0;10948.5
247;BAHIA;BA;NORDESTE;Jussiape;8043;28544.64453125;3549.0
248;BAHIA;BA;NORDESTE;Lencois;10112;52895.79296875;5230.99023438
249;BAHIA;BA;NORDESTE;Aramari;9911;36618.66796875;3694.75
250;BAHIA;BA;NORDESTE;Ilheus;219266;1925639.875;8782.20996094
251;BAHIA;BA;NORDESTE;Antonio Goncalves;11240;33189.3984375;2952.79003906
252;BAHIA;BA;NORDESTE;Abaira;8821;29147.60742188;3304.34008789
253;BAHIA;BA;NORDESTE;Souto Soares;19407;53800.0703125;2772.19995117
254;BAHIA;BA;NORDESTE;Barro Alto;14172;41433.265625;2923.60009766
255;BAHIA;BA;NORDESTE;Ibipitanga;14408;43890.1875;3046.23999023
256;BAHIA;BA;NORDESTE;Canudos;15366;53531.296875;3483.75
257;BAHIA;BA;NORDESTE;Joao Dourado;21990;97669.578125;4441.54980469
258;BAHIA;BA;NORDESTE;Cristopolis;14279;47487.671875;3325.69995117
259;BAHIA;BA;NORDESTE;Ribeira do Pombal;49263;244964.375;4972.58007812
260;BAHIA;BA;NORDESTE;Retirolandia;11798;54673.390625;4634.12011719
261;BAHIA;BA;NORDESTE;Caldeirao Grande;13922;43519.43359375;3125.94995117
262;BAHIA;BA;NORDESTE;Santana;27259;116221.203125;4263.58984375
263;BAHIA;BA;NORDESTE;Santo Amaro;58387;307409.65625;5265.04003906
264;BAHIA;BA;NORDESTE;Irara;25811;126903.78125;4916.64990234
265;BAHIA;BA;NORDESTE;Ibirataia;24544;104637.359375;4263.25976562
266;BAHIA;BA;NORDESTE;Xique-Xique;47470;183536.203125;3866.36010742
267;BAHIA;BA;NORDESTE;Rio de Contas;13816;55162.2109375;3992.62988281
268;BAHIA;BA;NORDESTE;Camacan;31113;147744.5625;4748.64013672
269;BAHIA;BA;NORDESTE;Nova Soure;26874;79305.59375;2951.02001953
270;BAHIA;BA;NORDESTE;Canapolis;11136;32292.515625;2899.83007812
271;BAHIA;BA;NORDESTE;Saubara;11632;58806.34765625;5055.56982422
272;BAHIA;BA;NORDESTE;Contendas do Sincora;3886;18747.91796875;4824.47998047
273;BAHIA;BA;NORDESTE;Morpara;8871;34771.55859375;3919.68994141
274;BAHIA;BA;NORDESTE;Pau Brasil;12342;41465.12109375;3359.67993164
275;BAHIA;BA;NORDESTE;Sao Desiderio;27513;981035.875;35657.1796875
276;BAHIA;BA;NORDESTE;Aurelino Leal;14280;57520.3515625;4028.04003906
277;BAHIA;BA;NORDESTE;Conde;23166;88530.46875;3821.57006836
278;BAHIA;BA;NORDESTE;Belmonte;22553;136881.390625;6069.31982422
279;BAHIA;BA;NORDESTE;Pojuca;32225;688526.25;21366.2109375
280;BAHIA;BA;NORDESTE;Banzae;11157;36750.9375;3293.97998047
281;BAHIA;BA;NORDESTE;Itubera;24169;132642.828125;5488.14013672
282;BAHIA;BA;NORDESTE;Eunapolis;99553;1228962.0;12344.79980469
283;BAHIA;BA;NORDESTE;Manoel Vitorino;14138;49992.703125;3536.05004883
284;BAHIA;BA;NORDESTE;Santo Estevao;46855;264766.96875;5650.77001953
285;BAHIA;BA;NORDESTE;Novo Horizonte;11092;37422.05078125;3373.79003906
286;BAHIA;BA;NORDESTE;Dom Macedo Costa;3951;16689.80078125;4224.20019531
287;BAHIA;BA;NORDESTE;Ponto Novo;14734;59006.53125;4004.79003906
288;BAHIA;BA;NORDESTE;Botupora;11048;37949.63671875;3434.97998047
289;BAHIA;BA;NORDESTE;Santa Maria da Vitoria;41758;183714.421875;4399.5
290;BAHIA;BA;NORDESTE;Paripiranga;29727;130894.5703125;4403.22021484
291;BAHIA;BA;NORDESTE;Capela do Alto Alegre;12824;39229.1484375;3059.04003906
292;BAHIA;BA;NORDESTE;Jandaira;10018;47592.953125;4750.74023438
293;BAHIA;BA;NORDESTE;Piata;18470;61809.6015625;3346.48999023
294;BAHIA;BA;NORDESTE;Aratuipe;8822;31970.6171875;3623.95996094
295;BAHIA;BA;NORDESTE;Antonio Cardoso;12589;52209.5390625;4147.22998047
296;BAHIA;BA;NORDESTE;Coracao de Maria;23774;98000.1328125;4122.16015625
297;BAHIA;BA;NORDESTE;Itajuipe;20490;114653.1328125;5595.56982422
298;BAHIA;BA;NORDESTE;Serra Dourada;17858;73857.125;4135.79980469
299;BAHIA;BA;NORDESTE;Conceicao da Feira;20117;91810.5546875;4563.83007812
300;BAHIA;BA;NORDESTE;Rio do Pires;11612;36504.28125;3143.66992188
301;BAHIA;BA;NORDESTE;Antas;17583;54676.39453125;3109.62011719
302;BAHIA;BA;NORDESTE;Buerarema;20830;100712.015625;4834.95019531
303;BAHIA;BA;NORDESTE;Boquira;22521;67164.5625;2982.31005859
304;BAHIA;BA;NORDESTE;Palmas de Monte Alto;22061;77169.4921875;3498.01000977
305;BAHIA;BA;NORDESTE;Santa Brigida;15652;52940.23828125;3382.33007812
306;BAHIA;BA;NORDESTE;Itapebi;12003;170321.296875;14189.88964844
307;BAHIA;BA;NORDESTE;Rafael Jambeiro;24004;96287.0234375;4011.29003906
308;BAHIA;BA;NORDESTE;Boninal;13857;40729.69921875;2939.29003906
309;BAHIA;BA;NORDESTE;Malhada;16739;65119.53125;3890.29003906
310;BAHIA;BA;NORDESTE;Nova Canaa;20311;66926.8984375;3295.11010742
311;BAHIA;BA;NORDESTE;Utinga;20448;83166.9765625;4067.23999023
312;BAHIA;BA;NORDESTE;Uibai;14203;45636.62109375;3213.16992188
313;BAHIA;BA;NORDESTE;Potiragua;9656;42641.50390625;4416.06005859
314;BAHIA;BA;NORDESTE;Encruzilhada;20720;109143.96875;5267.56982422
315;BAHIA;BA;NORDESTE;Tapiramuta;17879;73053.015625;4085.9699707
316;BAHIA;BA;NORDESTE;Vereda;7346;48446.7578125;6594.97998047
317;BAHIA;BA;NORDESTE;Barro Preto;6417;27834.43945312;4337.60986328
318;BAHIA;BA;NORDESTE;Ipupiara;9325;31431.71484375;3370.68994141
319;BAHIA;BA;NORDESTE;Itagi;14162;52461.01171875;3704.35009766
320;BAHIA;BA;NORDESTE;Mucuge;14714;229213.171875;15577.90039062
321;BAHIA;BA;NORDESTE;Iraquara;24415;105232.5078125;4310.16015625
322;BAHIA;BA;NORDESTE;Jacaraci;14837;49422.328125;3331.02001953
323;BAHIA;BA;NORDESTE;Itacare;27170;102075.2734375;3756.90991211
324;BAHIA;BA;NORDESTE;Itororo;20930;77047.1640625;3681.17993164
325;BAHIA;BA;NORDESTE;Ourolandia;17080;76238.53125;4463.60986328
326;BAHIA;BA;NORDESTE;Aracatu;14316;43216.1328125;3018.72998047
327;BAHIA;BA;NORDESTE;Vitoria da Conquista;318901;3142676.75;9854.70996094
328;BAHIA;BA;NORDESTE;Condeuba;17210;64649.53125;3756.51000977
329;BAHIA;BA;NORDESTE;Jacobina;79013;523242.1875;6622.22998047
330;BAHIA;BA;NORDESTE;Mascote;16590;57532.8671875;3467.91992188
