;estado;sigla;regiao;cidade;populacao;pib;pib_percapita
3020;RIO GRANDE DO SUL;RS;SUL;Sao Vendelino;1891;28861.82617188;15262.73046875
3021;RIO GRANDE DO SUL;RS;SUL;Capao do Leao;24458;318006.34375;13002.13964844
3022;RIO GRANDE DO SUL;RS;SUL;Vale do Sol;11273;167418.703125;14851.29980469
3023;RIO GRANDE DO SUL;RS;SUL;Tres Cachoeiras;11022;87440.0546875;7933.22998047
3024;RIO GRANDE DO SUL;RS;SUL;Tunas;4551;48574.01953125;10673.25976562
3025;RIO GRANDE DO SUL;RS;SUL;Lajeado do Bugre;2647;23565.09570312;8902.5703125
3026;RIO GRANDE DO SUL;RS;SUL;Harmonia;3785;73449.2734375;19405.359375
3027;RIO GRANDE DO SUL;RS;SUL;Mariano Moro;2304;23514.30859375;10205.86035156
3028;RIO GRANDE DO SUL;RS;SUL;Sentinela do Sul;5598;71049.21875;12691.88964844
3029;RIO GRANDE DO SUL;RS;SUL;Sertao Santana;6155;94106.140625;15289.37988281
3030;RIO GRANDE DO SUL;RS;SUL;Butia;20213;198340.671875;9812.53027344
3031;RIO GRANDE DO SUL;RS;SUL;Cidreira;11885;118177.3046875;9943.40039062
3032;RIO GRANDE DO SUL;RS;SUL;Planalto;10734;93892.3671875;8747.19042969
3033;RIO GRANDE DO SUL;RS;SUL;Capitao;2694;31977.71875;11869.98046875
3034;RIO GRANDE DO SUL;RS;SUL;Veranopolis;26121;639887.625;24497.06054688
3035;RIO GRANDE DO SUL;RS;SUL;Eugenio de Castro;3083;79817.078125;25889.41992188
3036;RIO GRANDE DO SUL;RS;SUL;Portao;30802;609619.625;19791.56054688
3037;RIO GRANDE DO SUL;RS;SUL;Agua Santa;3619;79701.8515625;22023.16992188
3038;RIO GRANDE DO SUL;RS;SUL;Formigueiro;7214;95122.9375;13185.87988281
3039;RIO GRANDE DO SUL;RS;SUL;Putinga;4242;65779.6953125;15506.75976562
3040;RIO GRANDE DO SUL;RS;SUL;Nova Palma;6693;130462.4375;19492.36914062
3041;RIO GRANDE DO SUL;RS;SUL;Capela de Santana;11617;89798.734375;7729.93994141
3042;RIO GRANDE DO SUL;RS;SUL;Restinga Seca;15885;227745.25;14337.12988281
3043;RIO GRANDE DO SUL;RS;SUL;Itati;2720;17316.42773438;6366.33007812
3044;RIO GRANDE DO SUL;RS;SUL;Rio dos Indios;4192;41633.12109375;9931.5703125
3045;RIO GRANDE DO SUL;RS;SUL;Bage;115745;1165896.5;10072.98046875
3046;RIO GRANDE DO SUL;RS;SUL;Erval Seco;8196;92426.96875;11277.08007812
3047;RIO GRANDE DO SUL;RS;SUL;Catuipe;9611;153886.890625;16011.54003906
3048;RIO GRANDE DO SUL;RS;SUL;Palmares do Sul;11998;176851.203125;14740.05957031
3049;RIO GRANDE DO SUL;RS;SUL;Lagoa Vermelha;28236;408302.03125;14460.33984375
3050;RIO GRANDE DO SUL;RS;SUL;Sao Paulo das Missoes;6767;76172.8046875;11256.50976562
3051;RIO GRANDE DO SUL;RS;SUL;Colinas;2470;28712.453125;11624.46972656
3052;RIO GRANDE DO SUL;RS;SUL;Serio;2387;26267.9765625;11004.59960938
3053;RIO GRANDE DO SUL;RS;SUL;Triunfo;25374;5378394.5;211964.796875
3054;RIO GRANDE DO SUL;RS;SUL;Panambi;38794;782521.625;20171.19921875
3055;RIO GRANDE DO SUL;RS;SUL;Coronel Barros;2522;42935.8203125;17024.50976562
3056;RIO GRANDE DO SUL;RS;SUL;Marata;2542;41028.81640625;16140.37011719
3057;RIO GRANDE DO SUL;RS;SUL;Itatiba do Sul;4521;41907.8359375;9269.58984375
3058;RIO GRANDE DO SUL;RS;SUL;Eldorado do Sul;33668;651200.6875;19341.83007812
3059;RIO GRANDE DO SUL;RS;SUL;Sao Jose do Herval;2549;23923.03320312;9385.25976562
3060;RIO GRANDE DO SUL;RS;SUL;Redentora;10170;69031.109375;6787.72021484
3061;RIO GRANDE DO SUL;RS;SUL;Tres de Maio;23893;417949.59375;17492.55078125
3062;RIO GRANDE DO SUL;RS;SUL;Colorado;3771;92533.3671875;24538.15039062
3063;RIO GRANDE DO SUL;RS;SUL;Nova Petropolis;18631;343135.90625;18417.47070312
3064;RIO GRANDE DO SUL;RS;SUL;Viamao;260740;1838203.875;7049.95019531
3065;RIO GRANDE DO SUL;RS;SUL;Novo Barreiro;3989;42512.2578125;10657.37011719
3066;RIO GRANDE DO SUL;RS;SUL;Pinhal Grande;4581;121017.078125;26417.16992188
3067;RIO GRANDE DO SUL;RS;SUL;Nova Santa Rita;22818;387144.1875;16966.609375
3068;RIO GRANDE DO SUL;RS;SUL;Candiota;8576;246858.09375;28784.75976562
3069;RIO GRANDE DO SUL;RS;SUL;Estacao;6253;111788.109375;17877.51953125
3070;RIO GRANDE DO SUL;RS;SUL;Lagoa Bonita do Sul;2759;40239.54296875;14584.83007812
3071;RIO GRANDE DO SUL;RS;SUL;Boa Vista do Incra;2583;73120.8984375;28308.51953125
3072;RIO GRANDE DO SUL;RS;SUL;Ametista do Sul;8538;53460.91015625;6261.52978516
3073;RIO GRANDE DO SUL;RS;SUL;Mata;5386;50877.265625;9446.20996094
3074;RIO GRANDE DO SUL;RS;SUL;Porto Alegre;1436123;37787912.0;26312.44921875
3075;RIO GRANDE DO SUL;RS;SUL;Ubiretama;2451;35365.5703125;14429.04003906
3076;RIO GRANDE DO SUL;RS;SUL;Ibiaca;4796;86526.078125;18041.30078125
3077;RIO GRANDE DO SUL;RS;SUL;Gaurama;6232;95305.984375;15293.0
3078;RIO GRANDE DO SUL;RS;SUL;Sao Leopoldo;211663;3302153.0;15600.99023438
3079;RIO GRANDE DO SUL;RS;SUL;Canoas;332056;16444476.0;49523.19921875
3080;RIO GRANDE DO SUL;RS;SUL;Tres Forquilhas;3128;26717.39453125;8541.37011719
3081;RIO GRANDE DO SUL;RS;SUL;Barao do Triunfo;7246;70817.5625;9773.33007812
3082;RIO GRANDE DO SUL;RS;SUL;Senador Salgado Filho;2940;45900.67578125;15612.46972656
3083;RIO GRANDE DO SUL;RS;SUL;Amaral Ferrador;6602;61648.3125;9337.8203125
3084;RIO GRANDE DO SUL;RS;SUL;Toropi;3138;33232.0625;10590.20019531
3085;RIO GRANDE DO SUL;RS;SUL;Tiradentes do Sul;6991;63663.21875;9106.45019531
3086;RIO GRANDE DO SUL;RS;SUL;Doutor Mauricio Cardoso;5424;87776.3203125;16182.95019531
3087;RIO GRANDE DO SUL;RS;SUL;Itapuca;2465;30261.02734375;12276.28027344
3088;RIO GRANDE DO SUL;RS;SUL;Centenario;3100;34176.51953125;11024.6796875
3089;RIO GRANDE DO SUL;RS;SUL;Poco das Antas;2098;25569.375;12187.5
3090;RIO GRANDE DO SUL;RS;SUL;Cotipora;4887;91603.8125;18744.390625
3091;RIO GRANDE DO SUL;RS;SUL;Pirapo;2979;29192.28320312;9799.36035156
3092;RIO GRANDE DO SUL;RS;SUL;Barra do Quarai;3873;108110.9609375;27914.00976562
3093;RIO GRANDE DO SUL;RS;SUL;Nova Alvorada;3258;74690.0625;22925.13085938
3094;RIO GRANDE DO SUL;RS;SUL;Morro Redondo;6477;67334.1640625;10395.88964844
3095;RIO GRANDE DO SUL;RS;SUL;Horizontina;19131;531785.875;27797.08007812
3096;RIO GRANDE DO SUL;RS;SUL;Ernestina;3094;60428.63671875;19530.91015625
3097;RIO GRANDE DO SUL;RS;SUL;Sao Jose dos Ausentes;3314;100045.2109375;30188.66015625
3098;RIO GRANDE DO SUL;RS;SUL;Santo Antonio das Missoes;12016;150622.046875;12535.12011719
3099;RIO GRANDE DO SUL;RS;SUL;Esmeralda;3383;60363.6640625;17843.24023438
3100;RIO GRANDE DO SUL;RS;SUL;Cachoeirinha;118089;3224373.75;27304.609375
3101;RIO GRANDE DO SUL;RS;SUL;Dona Francisca;3593;40484.5625;11267.62011719
3102;RIO GRANDE DO SUL;RS;SUL;Hulha Negra;6448;92290.2734375;14313.00976562
3103;RIO GRANDE DO SUL;RS;SUL;Mampituba;2972;27385.796875;9214.59960938
3104;RIO GRANDE DO SUL;RS;SUL;Tapes;17216;199885.421875;11610.45019531
3105;RIO GRANDE DO SUL;RS;SUL;Arambare;3929;72357.953125;18416.38085938
3106;RIO GRANDE DO SUL;RS;SUL;Tavares;5283;59011.0859375;11170.0
3107;RIO GRANDE DO SUL;RS;SUL;Balneario Pinhal;11840;96947.640625;8188.14990234
3108;RIO GRANDE DO SUL;RS;SUL;Barra do Rio Azul;1978;28652.81054688;14485.75
3109;RIO GRANDE DO SUL;RS;SUL;Sao Vicente do Sul;8659;110058.625;12710.3203125
3110;RIO GRANDE DO SUL;RS;SUL;Jaguarao;28244;364778.5;12915.25976562
3111;RIO GRANDE DO SUL;RS;SUL;Faxinal do Soturno;6407;93779.3671875;14637.01953125
3112;RIO GRANDE DO SUL;RS;SUL;Tucunduva;5988;117462.90625;19616.38085938
3113;RIO GRANDE DO SUL;RS;SUL;Candido Godoi;6722;95233.1640625;14167.37988281
3114;RIO GRANDE DO SUL;RS;SUL;Nova Padua;2598;49243.48046875;18954.38085938
3115;RIO GRANDE DO SUL;RS;SUL;Igrejinha;33551;690711.4375;20586.91015625
3116;RIO GRANDE DO SUL;RS;SUL;Dom Pedrito;38767;680121.875;17543.83984375
3117;RIO GRANDE DO SUL;RS;SUL;Cacapava do Sul;33060;407264.375;12318.95019531
3118;RIO GRANDE DO SUL;RS;SUL;Novo Xingu;1926;21380.43359375;11100.95019531
3119;RIO GRANDE DO SUL;RS;SUL;Vitoria das Missoes;3676;44029.72265625;11977.62011719
3120;RIO GRANDE DO SUL;RS;SUL;Travesseiro;2471;34130.4921875;13812.41992188
3121;RIO GRANDE DO SUL;RS;SUL;Rio Grande;196337;6280858.0;31990.18945312
3122;RIO GRANDE DO SUL;RS;SUL;Quatro Irmaos;1791;32741.546875;18281.15039062
3123;RIO GRANDE DO SUL;RS;SUL;Sananduva;15216;277202.40625;18217.8203125
3124;RIO GRANDE DO SUL;RS;SUL;Sao Pedro da Serra;3311;28525.84765625;8615.48046875
3125;RIO GRANDE DO SUL;RS;SUL;Santa Cecilia do Sul;1776;28719.18554688;16170.70996094
3126;RIO GRANDE DO SUL;RS;SUL;Derrubadas;3391;41730.37890625;12306.21972656
3127;RIO GRANDE DO SUL;RS;SUL;Sao Gabriel;59337;798197.0;13451.9296875
3128;RIO GRANDE DO SUL;RS;SUL;Picada Cafe;5039;153711.953125;30504.4609375
3129;RIO GRANDE DO SUL;RS;SUL;Bom Jesus;12201;197372.390625;16176.74023438
3130;RIO GRANDE DO SUL;RS;SUL;Pinheirinho do Vale;4635;49996.953125;10786.83007812
3131;RIO GRANDE DO SUL;RS;SUL;Piratini;21180;191053.515625;9020.46972656
3132;RIO GRANDE DO SUL;RS;SUL;Crissiumal;15096;168315.0625;11149.65039062
3133;RIO GRANDE DO SUL;RS;SUL;Roque Gonzales;7394;86025.9296875;11634.55957031
3134;RIO GRANDE DO SUL;RS;SUL;Selbach;4912;96666.890625;19679.74023438
3135;RIO GRANDE DO SUL;RS;SUL;Glorinha;7531;188674.734375;25053.08007812
3136;RIO GRANDE DO SUL;RS;SUL;Capao Bonito do Sul;1877;48154.8359375;25655.2109375
3137;RIO GRANDE DO SUL;RS;SUL;Pareci Novo;3232;52567.12109375;16264.58007812
3138;RIO GRANDE DO SUL;RS;SUL;Mucum;4685;79309.03125;16928.2890625
3139;RIO GRANDE DO SUL;RS;SUL;Chiapetta;4094;76856.4765625;18772.94921875
3140;RIO GRANDE DO SUL;RS;SUL;Chuvisca;5159;69552.2109375;13481.71972656
3141;RIO GRANDE DO SUL;RS;SUL;Canela;41115;370663.5625;9015.29003906
3142;RIO GRANDE DO SUL;RS;SUL;Fazenda Vilanova;3248;148094.75;45595.671875
3143;RIO GRANDE DO SUL;RS;SUL;Sao Martinho;5910;78099.75;13214.84960938
3144;RIO GRANDE DO SUL;RS;SUL;Vila Maria;4299;109764.3515625;25532.52929688
3145;RIO GRANDE DO SUL;RS;SUL;Coxilha;2997;79944.40625;26674.81054688
3146;RIO GRANDE DO SUL;RS;SUL;Chapada;9673;190121.703125;19654.88085938
3147;RIO GRANDE DO SUL;RS;SUL;Sao Lourenco do Sul;43388;528960.375;12191.40039062
3148;RIO GRANDE DO SUL;RS;SUL;Serafina Correa;14733;328562.90625;22301.15039062
3149;RIO GRANDE DO SUL;RS;SUL;Parai;6979;130695.2578125;18726.9296875
3150;RIO GRANDE DO SUL;RS;SUL;Vale Real;5031;48317.95703125;9604.04980469
3151;RIO GRANDE DO SUL;RS;SUL;Palmitinho;7134;75226.9296875;10544.84960938
3152;RIO GRANDE DO SUL;RS;SUL;Santana da Boa Vista;8891;83511.515625;9392.80957031
3153;RIO GRANDE DO SUL;RS;SUL;Sede Nova;2996;42928.94140625;14328.75
3154;RIO GRANDE DO SUL;RS;SUL;Gramado Xavier;4124;42941.70703125;10412.63964844
3155;RIO GRANDE DO SUL;RS;SUL;Vacaria;62831;926080.9375;14739.24023438
3156;RIO GRANDE DO SUL;RS;SUL;Fortaleza dos Valos;4635;123020.5;26541.640625
3157;RIO GRANDE DO SUL;RS;SUL;Antonio Prado;14274;234290.609375;16413.80078125
3158;RIO GRANDE DO SUL;RS;SUL;Carazinho;60388;919009.875;15218.41992188
3159;RIO GRANDE DO SUL;RS;SUL;Lajeado;72208;1810064.5;25067.36914062
3160;RIO GRANDE DO SUL;RS;SUL;Rolante;20306;218809.78125;10775.62011719
3161;RIO GRANDE DO SUL;RS;SUL;Tres Passos;23911;350329.9375;14651.41015625
3162;RIO GRANDE DO SUL;RS;SUL;Vale Verde;3392;50805.16015625;14977.94042969
3163;RIO GRANDE DO SUL;RS;SUL;Sao Nicolau;5959;54939.72265625;9219.62011719
3164;RIO GRANDE DO SUL;RS;SUL;Santo Antonio do Planalto;2108;45459.1953125;21565.08007812
3165;RIO GRANDE DO SUL;RS;SUL;Cruzeiro do Sul;12752;155682.796875;12208.5
3166;RIO GRANDE DO SUL;RS;SUL;Imigrante;3125;72431.109375;23177.9609375
3167;RIO GRANDE DO SUL;RS;SUL;Roca Sales;10468;218504.484375;20873.5703125
3168;RIO GRANDE DO SUL;RS;SUL;Santana do Livramento;84079;877885.9375;10441.20019531
3169;RIO GRANDE DO SUL;RS;SUL;Sao Valentim do Sul;2336;34529.40234375;14781.41992188
3170;RIO GRANDE DO SUL;RS;SUL;Tuparendi;8866;131709.171875;14855.53027344
3171;RIO GRANDE DO SUL;RS;SUL;Carlos Barbosa;25866;721714.0625;27902.0390625
3172;RIO GRANDE DO SUL;RS;SUL;Capao do Cipo;3485;105410.21875;30246.83007812
3173;RIO GRANDE DO SUL;RS;SUL;Uruguaiana;127045;2288915.5;18016.5703125
3174;RIO GRANDE DO SUL;RS;SUL;Almirante Tamandare do Sul;2208;58480.27734375;26485.63085938
3175;RIO GRANDE DO SUL;RS;SUL;Campinas do Sul;5745;86499.9921875;15056.5703125
3176;RIO GRANDE DO SUL;RS;SUL;Cerro Largo;12861;266408.5;20714.44921875
3177;RIO GRANDE DO SUL;RS;SUL;Cachoeira do Sul;86557;1226333.875;14167.9296875
3178;RIO GRANDE DO SUL;RS;SUL;Santo Augusto;13845;221980.84375;16033.29003906
3179;RIO GRANDE DO SUL;RS;SUL;Vila Flores;3305;80535.53125;24367.7890625
3180;RIO GRANDE DO SUL;RS;SUL;Montauri;1606;26309.73242188;16382.15039062
3181;RIO GRANDE DO SUL;RS;SUL;Nova Brescia;3291;42255.71875;12839.78027344
3182;RIO GRANDE DO SUL;RS;SUL;Ipe;6210;97232.75;15657.45019531
3183;RIO GRANDE DO SUL;RS;SUL;Sao Luiz Gonzaga;34999;446546.65625;12758.83984375
3184;RIO GRANDE DO SUL;RS;SUL;Vespasiano Correa;1967;39798.56640625;20233.13085938
3185;RIO GRANDE DO SUL;RS;SUL;Nao-Me-Toque;16012;439259.09375;27433.11914062
3186;RIO GRANDE DO SUL;RS;SUL;Viadutos;5728;58895.875;10282.09960938
3187;RIO GRANDE DO SUL;RS;SUL;Sao Jose do Sul;2010;25434.3984375;12653.9296875
3188;RIO GRANDE DO SUL;RS;SUL;Vila Langaro;2293;38823.68359375;16931.390625
3189;RIO GRANDE DO SUL;RS;SUL;Esperanca do Sul;3468;34524.50390625;9955.16015625
3190;RIO GRANDE DO SUL;RS;SUL;Santo Expedito do Sul;2684;38706.75390625;14421.29003906
3191;RIO GRANDE DO SUL;RS;SUL;Herveiras;2882;32523.8359375;11285.16015625
3192;RIO GRANDE DO SUL;RS;SUL;Barros Cassal;11879;112400.703125;9462.12988281
3193;RIO GRANDE DO SUL;RS;SUL;Quevedos;2839;60463.88671875;21297.59960938
3194;RIO GRANDE DO SUL;RS;SUL;Independencia;6715;99997.7265625;14891.69042969
3195;RIO GRANDE DO SUL;RS;SUL;Gramado;33706;523359.53125;15527.19042969
3196;RIO GRANDE DO SUL;RS;SUL;Brochier;4876;54457.4296875;11168.45996094
3197;RIO GRANDE DO SUL;RS;SUL;Nicolau Vergueiro;1803;45804.63671875;25404.6796875
3198;RIO GRANDE DO SUL;RS;SUL;Cambara do Sul;7238;100088.4609375;13828.19042969
3199;RIO GRANDE DO SUL;RS;SUL;Pontao;4040;107567.1953125;26625.5390625
3200;RIO GRANDE DO SUL;RS;SUL;Pedro Osorio;8297;78699.4921875;9485.29003906
3201;RIO GRANDE DO SUL;RS;SUL;Tabai;4338;34460.4375;7943.85009766
3202;RIO GRANDE DO SUL;RS;SUL;Jacutinga;3615;72566.6875;20073.76953125
3203;RIO GRANDE DO SUL;RS;SUL;Forquetinha;2614;26965.09960938;10315.65039062
3204;RIO GRANDE DO SUL;RS;SUL;Muitos Capoes;3104;130000.5546875;41881.62109375
3205;RIO GRANDE DO SUL;RS;SUL;Santa Vitoria do Palmar;31605;442481.40625;14000.36035156
3206;RIO GRANDE DO SUL;RS;SUL;Sapiranga;78045;1101219.625;14110.05957031
3207;RIO GRANDE DO SUL;RS;SUL;Rodeio Bonito;5880;62839.40234375;10686.96972656
3208;RIO GRANDE DO SUL;RS;SUL;Sao Pedro do Butia;2802;56712.58203125;20240.0390625
3209;RIO GRANDE DO SUL;RS;SUL;Linha Nova;1516;19915.02148438;13136.55957031
3210;RIO GRANDE DO SUL;RS;SUL;Vista Gaucha;2804;37875.15625;13507.54980469
3211;RIO GRANDE DO SUL;RS;SUL;Santo Antonio da Patrulha;39500;496112.75;12559.8203125
3212;RIO GRANDE DO SUL;RS;SUL;Silveira Martins;2537;29473.42773438;11617.4296875
3213;RIO GRANDE DO SUL;RS;SUL;Dom Pedro de Alcantara;2851;28221.046875;9898.65039062
3214;RIO GRANDE DO SUL;RS;SUL;Severiano de Almeida;3966;52835.09765625;13322.00976562
3215;RIO GRANDE DO SUL;RS;SUL;Dilermando de Aguiar;3215;47502.75;14775.34960938
3216;RIO GRANDE DO SUL;RS;SUL;Mato Leitao;3827;95309.7109375;24904.55078125
3217;RIO GRANDE DO SUL;RS;SUL;Santo Cristo;14585;265706.9375;18217.8203125
3218;RIO GRANDE DO SUL;RS;SUL;Andre da Rocha;1276;42260.59375;33119.58984375
3219;RIO GRANDE DO SUL;RS;SUL;Mato Castelhano;2747;55210.82421875;20098.58984375
3220;RIO GRANDE DO SUL;RS;SUL;Novo Machado;4246;56553.53125;13319.25
3221;RIO GRANDE DO SUL;RS;SUL;Caibate;5212;66182.6328125;12698.12988281
3222;RIO GRANDE DO SUL;RS;SUL;Rio Pardo;38989;469216.03125;12034.5703125
3223;RIO GRANDE DO SUL;RS;SUL;Dezesseis de Novembro;2923;29492.16796875;10089.69042969
3224;RIO GRANDE DO SUL;RS;SUL;Campestre da Serra;3328;57898.2734375;17397.3203125
3225;RIO GRANDE DO SUL;RS;SUL;Capao da Canoa;40861;464272.90625;11362.25
3226;RIO GRANDE DO SUL;RS;SUL;Cerro Grande do Sul;9854;94414.78125;9581.37011719
3227;RIO GRANDE DO SUL;RS;SUL;Pelotas;345181;3847928.0;11147.5703125
3228;RIO GRANDE DO SUL;RS;SUL;Sao Jose do Norte;26116;213364.296875;8169.87011719
3229;RIO GRANDE DO SUL;RS;SUL;Garibaldi;30518;899678.0;29480.24023438
3230;RIO GRANDE DO SUL;RS;SUL;Sagrada Familia;2668;27485.80078125;10302.01953125
3231;RIO GRANDE DO SUL;RS;SUL;Parobe;51634;512048.65625;9916.88964844
3232;RIO GRANDE DO SUL;RS;SUL;Tramandai;44040;393147.09375;8927.04980469
3233;RIO GRANDE DO SUL;RS;SUL;Barao de Cotegipe;6724;91043.1484375;13540.03027344
3234;RIO GRANDE DO SUL;RS;SUL;Bom Progresso;2404;27404.21679688;11399.41992188
3235;RIO GRANDE DO SUL;RS;SUL;Maquine;7652;82090.3515625;10727.95996094
3236;RIO GRANDE DO SUL;RS;SUL;Marques de Souza;4122;46870.01953125;11370.70019531
3237;RIO GRANDE DO SUL;RS;SUL;Uniao da Serra;1649;31442.67773438;19067.72070312
3238;RIO GRANDE DO SUL;RS;SUL;Marcelino Ramos;5329;59109.97265625;11092.12988281
3239;RIO GRANDE DO SUL;RS;SUL;Encruzilhada do Sul;25154;216951.15625;8624.91992188
3240;RIO GRANDE DO SUL;RS;SUL;Nova Bassano;9249;364664.65625;39427.46875
3241;RIO GRANDE DO SUL;RS;SUL;Nova Prata;24252;685380.0625;28260.76953125
3242;RIO GRANDE DO SUL;RS;SUL;Passo do Sobrado;6300;79409.7109375;12604.71972656
3243;RIO GRANDE DO SUL;RS;SUL;Lagoa dos Tres Cantos;1633;42162.55859375;25819.08007812
3244;RIO GRANDE DO SUL;RS;SUL;Braga;3842;38229.2265625;9950.34960938
3245;RIO GRANDE DO SUL;RS;SUL;Bozano;2361;36078.76171875;15281.13964844
3246;RIO GRANDE DO SUL;RS;SUL;Sao Sepe;24353;342808.21875;14076.62988281
3247;RIO GRANDE DO SUL;RS;SUL;Morro Reuter;5985;74450.25;12439.46972656
3248;RIO GRANDE DO SUL;RS;SUL;Camaqua;62723;1060406.25;16906.1796875
3249;RIO GRANDE DO SUL;RS;SUL;Santa Margarida do Sul;2235;68161.2578125;30497.2109375
3250;RIO GRANDE DO SUL;RS;SUL;Jaquirana;4429;39487.2890625;8915.62011719
3251;RIO GRANDE DO SUL;RS;SUL;Xangri-la;11721;160877.53125;13725.58007812
3252;RIO GRANDE DO SUL;RS;SUL;Unistalda;2396;28591.38867188;11932.96972656
3253;RIO GRANDE DO SUL;RS;SUL;Alegrete;78984;1123318.5;14222.09960938
3254;RIO GRANDE DO SUL;RS;SUL;Caseiros;3132;44075.60546875;14072.66992188
3255;RIO GRANDE DO SUL;RS;SUL;Camargo;2549;51100.84765625;20047.41015625
3256;RIO GRANDE DO SUL;RS;SUL;Santo Antonio do Palma;2295;35738.61328125;15572.37988281
3257;RIO GRANDE DO SUL;RS;SUL;Alegria;4775;48344.25390625;10124.45019531
3258;RIO GRANDE DO SUL;RS;SUL;Floriano Peixoto;2155;29052.140625;13481.26953125
3259;RIO GRANDE DO SUL;RS;SUL;Tupancireta;23842;597097.8125;25043.94921875
3260;RIO GRANDE DO SUL;RS;SUL;Sao Jorge;2825;49034.63671875;17357.390625
3261;RIO GRANDE DO SUL;RS;SUL;Ivora;2424;31861.1171875;13144.03027344
3262;RIO GRANDE DO SUL;RS;SUL;Barra do Ribeiro;11762;142471.171875;12112.83984375
3263;RIO GRANDE DO SUL;RS;SUL;Vanini;2045;26400.24804688;12909.66015625
3264;RIO GRANDE DO SUL;RS;SUL;Liberato Salzano;6167;75537.046875;12248.58984375
3265;RIO GRANDE DO SUL;RS;SUL;Tio Hugo;2730;58052.32421875;21264.58984375
3266;RIO GRANDE DO SUL;RS;SUL;Monte Alegre dos Campos;3256;31576.25976562;9697.87011719
3267;RIO GRANDE DO SUL;RS;SUL;Sao Jose do Ouro;7190;110298.859375;15340.58984375
3268;RIO GRANDE DO SUL;RS;SUL;Entre-Ijuis;9263;146000.953125;15761.74023438
3269;RIO GRANDE DO SUL;RS;SUL;Vicente Dutra;5587;57206.62890625;10239.24023438
3270;RIO GRANDE DO SUL;RS;SUL;Estancia Velha;43906;633553.375;14429.76953125
3271;RIO GRANDE DO SUL;RS;SUL;Ararica;5181;59706.1640625;11524.05957031
3272;RIO GRANDE DO SUL;RS;SUL;Guabiju;1702;38074.53515625;22370.47070312
3273;RIO GRANDE DO SUL;RS;SUL;Santa Maria do Herval;6476;103114.3828125;15922.54003906
3274;RIO GRANDE DO SUL;RS;SUL;Pejucara;3946;123046.1953125;31182.50976562
3275;RIO GRANDE DO SUL;RS;SUL;Faxinalzinho;2607;27758.2265625;10647.5703125
3276;RIO GRANDE DO SUL;RS;SUL;Entre Rios do Sul;3087;76808.6171875;24881.31054688
3277;RIO GRANDE DO SUL;RS;SUL;Venancio Aires;67682;1643010.0;24275.43945312
3278;RIO GRANDE DO SUL;RS;SUL;Arroio do Padre;2882;26049.45507812;9038.66992188
3279;RIO GRANDE DO SUL;RS;SUL;Estrela Velha;3777;74811.6796875;19807.16992188
3280;RIO GRANDE DO SUL;RS;SUL;Doutor Ricardo;2101;26910.1171875;12808.24023438
3281;RIO GRANDE DO SUL;RS;SUL;Aurea;3789;44621.8984375;11776.70019531
3282;RIO GRANDE DO SUL;RS;SUL;Sao Joao da Urtiga;5123;59495.82421875;11613.46972656
3283;RIO GRANDE DO SUL;RS;SUL;Sao Jose das Missoes;3039;28139.48828125;9259.45996094
3284;RIO GRANDE DO SUL;RS;SUL;Sertao;6644;121542.1953125;18293.52929688
3285;RIO GRANDE DO SUL;RS;SUL;Sao Sebastiao do Cai;21272;354538.71875;16666.91992188
3286;RIO GRANDE DO SUL;RS;SUL;Jaguari;11762;137539.421875;11693.54003906
3287;RIO GRANDE DO SUL;RS;SUL;Estrela;30603;633926.8125;20714.52929688
3288;RIO GRANDE DO SUL;RS;SUL;Nova Boa Vista;2113;33201.2890625;15712.87011719
3289;RIO GRANDE DO SUL;RS;SUL;Canudos do Vale;2004;21523.9140625;10740.48046875
3290;RIO GRANDE DO SUL;RS;SUL;Bento Goncalves;106999;2591081.5;24215.93945312
3291;RIO GRANDE DO SUL;RS;SUL;Novo Tiradentes;2387;25313.7265625;10604.83007812
3292;RIO GRANDE DO SUL;RS;SUL;Teutonia;27215;613187.8125;22531.25
3293;RIO GRANDE DO SUL;RS;SUL;Sao Joao do Polesine;2782;35900.1484375;12904.44042969
3294;RIO GRANDE DO SUL;RS;SUL;Sao Valentim;3996;45793.0;11459.70996094
3295;RIO GRANDE DO SUL;RS;SUL;Itacurubi;3712;51409.2890625;13849.49023438
3296;RIO GRANDE DO SUL;RS;SUL;Charqueadas;36045;723649.875;20076.2890625
3297;RIO GRANDE DO SUL;RS;SUL;Alpestre;8880;87360.328125;9837.87011719
3298;RIO GRANDE DO SUL;RS;SUL;Coqueiros do Sul;3342;45537.92578125;13625.95019531
3299;RIO GRANDE DO SUL;RS;SUL;Tres Palmeiras;4469;59938.80859375;13412.12988281
3300;RIO GRANDE DO SUL;RS;SUL;Constantina;10191;117948.4921875;11573.79003906
3301;RIO GRANDE DO SUL;RS;SUL;Sobradinho;14744;170510.5;11564.74023438
3302;RIO GRANDE DO SUL;RS;SUL;Cruz Alta;64438;1524519.25;23658.69921875
3303;RIO GRANDE DO SUL;RS;SUL;Cerrito;6767;51965.35546875;7679.22998047
3304;RIO GRANDE DO SUL;RS;SUL;Lagoao;6702;59938.05078125;8943.30957031
3305;RIO GRANDE DO SUL;RS;SUL;Guapore;22589;334787.625;14820.83007812
3306;RIO GRANDE DO SUL;RS;SUL;Ivoti;20160;364619.03125;18086.25976562
3307;RIO GRANDE DO SUL;RS;SUL;Minas do Leao;8124;81327.3671875;10010.75
